id,source_website,source_label,source_url,author,review_date,rating,sentiment,review_text,tier1,tier2,tier3
rvw-000226,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=10#0654_88276839_22616677,BBB complainant,2024-11-28,1,negative,"Product Issues. On September 18, 2024 I purchased a 2009 F150 on the IAA auction. as I was the highest bidder. The total was $4184 including buyer fees. On 09/18/24 at 11:45am I paid for the truck online with my credit card ending in 7266 in the amount of $4,372.28 which included the credit card processing fees. I arrived at the auction later in the day to pick up the 2009 F150 and the auction would not release the vehicle due to non-payment. I showed the clerk my receipt and he claimed the system did not reflected my payment. I needed to take the vehicle after one hour wait in line. I didn't want to leave empty handed and then come back again for another one hour wait. The clerk wanted me to wait 3 days for the payment to reflect as he said there might be a glitche in the credit card processing system. I've been a buyer since 2007 and have never gone through this issue. Always paid and picked up immediately with no problems. I thought it was convenient for me to pay again with another card, hoping it would immediately reflect in their system, so I could take the vehicle at that time, and later get a refund on the extra payment. So I made a second payment for $4372.28 with credit card ending in 3130. Payment went through and reflected in their system immediately. I was able to retrieve the truck. After multiple emails with buyer services, they were able to find my first payment made with card ending in 7266, but not the second payment made with credit card 3130. I submitted proof of both payments posting to my credit cards and asked for a refund to credit card ending in 3130. They were unable to refund since payment was not reflecting in their system. The Representative was aware that I was going to file a dispute my credit card. After the dispute I was reimbursed but IAA revoked my bidding privileges and access to their website. I called REMOVED services and the lady REMOVED told me my account had a deficiency I needed to pay in order to reinstate my account. She refused a supervisor.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000227,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_560757,James E,2024-11-26,1.0,negative,"I highly recommend all customers to stay away from this company. They are running a "" REMOVED We agreed on the price to pick up my car. The driver showed up with no check. I called numerous times to determine the root cause for this substandard customer service. Their agents hung up on me three times after I waited 30 minutes each time. The dispatcher, REMOVED , was very unprofessional and incompetent. All stakeholders should be held accountable, the owners, the managers, and staff should not be allowed to run a "" REMOVED on their customers without accountability safeguards in place. ""STOP THE REMOVED",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000228,trustpilot.com,Trustpilot (iaai.com),https://www.trustpilot.com/reviews/67426e5682c27b69f4f7f2d9,Arianna Teodora,2024-11-24,1,negative,SHAMELESS THIEVES AND LIARS. No these people are actually straight up THIEVES with zero shame. They listed a car as run and drive but when my friend that is a car dealer received the car he soon found out that the transmission was completely messed up. They had completely lied to him. They go through manipulative loopholes to ensure that they can legally lie and scam you but they know VERY WELL what they are doing. They know that their cars are useless junk but will scam you out of your hard earned money with false descriptions pretending that these are driveable cars. ONLY GOD WILL DEAL WITH YOU IMMORAL SHAMELESS S***BAGS,"Lot Condition, Listing Status and related",Listing Status,Selling/ Relisting vehicle or Parts purchase
rvw-000229,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_560082,William B,2024-11-22,1.0,negative,"If I could give no stars I would. My car was sent here after a accident. They stole a watch, some cologne and a bunch of change from my car. Damaged it in the process of delivering it by breaking and scraping the paint of my front bumper that had no damage. All they will do is pay for a front bumper no paint even though they damaged it. Very unprofessional and incompetent people that can't properly do their job. He acknowledged that they have a issue with people stealing but won't do anything to recover my stolen property.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000230,play.google.com,Google Play (com.iaa.mobile.IaaTow),https://play.google.com/store/apps/details?id=com.iaa.mobile.IaaTow&hl=en&gl=us,Ken Boyer,2024-11-21,2,negative,App needs a few fixes first is an option 2 set the default flash setting for pictures second Signature field on pickups is way too small need option to full screen it until phone is turned vertical last the login length is infuriating short please make option for biometric login or leave me logged in,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000231,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,gbenga folorunso,2024-11-20,1,negative,Look at other salvage auction sites and learn from them. How does one navigate to the Canadian site on mobile? Not a very user friendly app. Pls update and upgrade your app!,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000232,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=10#0654_88276839_22584055,BBB complainant,2024-11-20,1,negative,"Customer Service Issues. I have not had the ability to bid or do anything else with my account since August/Sept of 2024. I pay $200 annually for access to my IAA account and would like to have my bill adjusted to cover the months I was not able to use the account due REMOVED not resolving the issue in a timely manner. I have sent countless emails and used live chat many times. Each customer service REMOVED either tells me something different than the one before them or closes the customer service case I opened before the issue is resolved. My most recent interaction with IAA has been with live chat and after reviewing the case, in which they said there were to many emails to read through, and asked me to describe the issue again. After I did so, which felt like the 10th time, I was sent back to square one and asked to fill out the documents to create a new account. All of which I already did on September 4th when I sent in all the same documents filled out and signed. Overall, the situation was handled poorly by IAA and what should have been a simple and quick matter was drawn out of months.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000233,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=10#0654_88276839_22583680,BBB complainant,2024-11-20,1,negative,"Billing Issues. 11/14 I received 2 emails stating I won 2 vehicles through the auction.I was not logged in on my account and no one else has access.Called IAA 11/15 and they said they will see on their system who and how the bids took place and if it was not me, they will take them off. 11/18 I opened my account up and saw they took the vehicles off my account but put 2 renege fees on there and said if I dont pay that, they will block my account. They were able to see I didnt bid on these cars but want me to pay $4,000 in fees for cars I didnt bid on seems fraudulent to me.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000234,trustpilot.com,Trustpilot (iaai.com),https://www.trustpilot.com/reviews/67361e61fc4bec5576ad1f58,Zod,2024-11-14,1,negative,"KEEP ADDING FEES HIGHER AND HIGHER. KEEP ADDING FEES A thief business If all buyers stop buying for only 1 week it will be a severe damsge to these corrupt corporation so they will reconsider reducing non-sense high sale fee I will not buy for the next 30 days, if you read my review please do that You can buy from another auctions with way less fees (Manheim, Adesa, Metro, DAA, Carmax and ....) Now they add $20 extra fee when you pay at the branch!!!!!",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000235,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_557624,Gary H,2024-11-13,1.0,negative,Expensive fee led about fees and bidding process to they REMOVED they REMOVED,Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000236,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Sherry Whittiemore,2024-11-06,5,positive,amazing app . Will continue to tell everyone i I know who is looking for an affordable car buying option about this terrific auction app very informative and on point. all the information is 99% accurate,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000237,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Teo Gan,2024-11-05,1,negative,"Bad experience, confusing hours, auctions in west coast are run at central time and lag of any notifications what's happening with cars that you are currently bidding...",Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000238,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_554681,Wesley M,2024-10-28,1.0,negative,"Hot garbage company we were forced to use with REMOVED . I will be complaining to statefarm as well to have them pick literally anyone REMOVED a call 15 minutes before pick up on the wrong day, the day we specifically said would not work. We had scheduled for a different day SPECIFICALLY. We finally got them to show up today instead. And they don't give ANY warning, despite being told we would get at least 15 mins of warning today (even though it was initially agreed we'd have an hour before having to complain to them they got the day wrong). Their tow guy INSISTED on parking in the bicycle lane which is a hazard to both us AND bicyclists rather than going in the alleyway where we had agreed to meet initially. Could have gone to one of the adjacent streets that had much less traffic, but dude insisted on parking like a inconsiderate jerk instead.","Vehicle Pickup, Delivery and Scheduling",Tow and Storage Charges,Tow and Storage Fees
rvw-000239,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=10#0654_88276839_22483721,BBB complainant,2024-10-28,1,negative,Service or Repair Issues. I have been trying to get my belongings for days now. Everyday I call nobody answers the phone so I can schedule an appointment an clarify details after they making me reschedule an not releasing my belongings to my daughter because she was literally 15 mins late due to a wreak. I've emailed the owner as well to no avail. I feel they make it hard to get your belongings so the employees can have or they can sell them. I also feel this is an inside thing that they due being most employees are REMOVED .,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000240,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=10#0654_88276839_22475409,BBB complainant,2024-10-25,1,negative,"Sales and Advertising Issues. My 2014 Jeep Grand Cherokee Summit. In May of this year a tree fell from a neighbors property and broke the passenger side window of my Jeep. I happened to be out of town at the time during frequent storms and there was some water damage on some of the dash and center console.I made a claim with my insurance company. They seemed to had a difficult time finding someone who would quote the electrical issues caused by this. After sometime, they asked if they ""could take my vehicle to their shop in REMOVED , Ga to get a damage appraisal"". I found out later that my vehicle wasn't taken to REMOVED , it was taken to IAA in REMOVED , REMOVED . My insurance company paid IAA to pick up my vehicle, do the appraisal, and bring it back. Apparently they were unable to do anything other than note the broken window on the repair estimate. So the vehicle was towed to My Mechanic to troubleshoot and undergo repairs. When my vehicle got to the shop, my mechanic called me and asked if it had any body damage or had the front bumper been ripped off. ""ABSOLUTELY NOT!"" I replied and came down to the shop to see what had happened. Before it left I had the battery disconnected to possibly save the modules from further damage. Therefore it wouldnt start. The Tow driver told me that each time they had to move my vehicle they use giant fork lift and that's what ripped the bumper. I immediately called IAA and spoke with REMOVED . He denied everything, then placed blame on the tow company. Come to find out my insurance paid them directly for the tow and the appraisal. So either way it was on them. REMOVED then told me to get an estimate for damages. My mechanic replaced and fixed all the original damage from the tree and documented the undercarriage damage. The estimate from the body shop was ONLY for the forklift damage. The estimate totaled $11,701.02 and when I submitted that to REMOVED he said ""we're not paying for that"". My Jeep came to them with ONLY a broken window/interior",Account / Access / Login,Document Upload & Verification,Upload Troubleshooting
rvw-000241,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=10#0654_88276839_22428040,BBB complainant,2024-10-15,1,negative,"Service or Repair Issues. I was involved in an accident, and the insurance company ( REMOVED ) took possession of my car along with the signed title, then sent it to IAA (Insurance Auto Auction) in REMOVED , REMOVED . Later, I decided to keep the car. When I contacted Geico, they agreed to return it to me. However, since 2021, I've been going back and forth between Geico and IAA trying to recover the title or obtain a 907A (Salvage Certificate). The REMOVED in REMOVED requested documents 907A F02778V and 907A G432761 from IAA on June 5, 2024, but IAA has been uncooperative.Ive emailed the branch manager in REMOVED and called him directly, but they only tell me to call back every other day. The last time I contacted IAAs title center, I requested to speak with management, but I was told they were in a meeting and would return my call within two hours, which never REMOVED exhausted from this situation and need your help. I want to sell my car it worth $7000, and I got offer for this price, but I can't do so without the title. Thank you.",Customer Service & Communication,Communication Follow-up & Escalation,No Callback / Unresolved Case
rvw-000242,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22423940,BBB complainant,2024-10-15,1,negative,"Service or Repair Issues. I purchased on September 19, 2023, a 2013 Bentley Gt Continental through IAAs live auction, which was advertised as running and driving. Unfortunately, when the IAA transport service I hired attempted to collect the vehicle, it was found to be inoperable. The vehicle would not start or drive, contrary to the advertised condition. As a result, the auction & transport team forced to load the car using a forklift, which caused additional damage to the underbody of the vehicle.I have made several attempts to reach the manager to resolve this matter, with only one response, which seemed defensive. Following this, I sent two additional emails but have not received any further communication. Given the circumstances, I am seeking your assistance in addressing the discrepancies between the advertised condition of the vehicle and its actual state.I would appreciate your prompt attention to this issue and a resolution that ensures this matter is handled fairly.Thank you for your time and consideration. I look forward to hearing from you soon.Sincerely,Outmane Yanouri REMOVED",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000243,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_550634,Maryana R,2024-10-12,1.0,negative,"IAAI sells salvage vehicles as clean titles . They did this to me on 2 different occasions with 2 different vehicles. In conjunction with partner SCA auctions, IAAI is misrepresenting salvage vehicle cars as clean. Coincidentally, the auction sale date is the same as the salvage/total loss date for both vehicles. DMV code enforcement will be notified immediately","Title, Ownership, POA and Documentation",Title Delivery & Status,Title Not Received
rvw-000244,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22400407,BBB complainant,2024-10-09,1,negative,"Service or Repair Issues. I sold my car to IAA through another company, REMOVED . I agreed to sell it for the amount of $530. When I filled out a form online, I put that I would like to have my check mailed to me as my car was at an automotive shop far from where I live when it broke down.When IAA came to pick up my car, the attempted to deliver the check to the shop. The shop refused to take it, knowing my situation and how far away I lived. After contacting IAA with my address, they assured me over the phone that it would be shipped out that day. The following week on Monday, when I still haven't received my money, I reach back out to IAA and they provide me with a REMOVED tracking number to track my check and assure me it should arrive by the end of the week as something had happened with the original check and it needed to be reprinted.I reach back out to IAA on Friday when my tracking number still says it has not been shipped. They tell me that it is being taken care of by a different department of the company that I am unable to talk to and that they do not know when my check will be sent to me. During this time, I am contacting Peddle who forwards me back to IAA consistently, telling me that they have my money and my answers. As of now, I consider my car STOLEN from me by this company. They have not paid me the agreed upon amount, not listened to my instructions, and sold my car already to someone else when I have not been properly paid for it. DO NOT SELL YOUR CAR TO IAA",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000245,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_549900,Logan H,2024-10-08,1.0,negative,"Very poor example of an iaa.This place needs some serious change.First off,I was greeted by a very rude lady, where I was then charged $20 extra for title processing(is this not what buyers fees are for?),and then I am asked for my DOT transporter # (Im a licensed vehicle dealer,I do not have a dot #)So after going around in circles for 10 minutes,she then brings the manager in on it.50 minutes later,we get everything sorted out inside,so I then go outside to load my vehicle up.While I am strapping this car down,I turn around to the new security guard standing behind REMOVED ask him what he was doing,and he then goes on to provoke a verbal fight with me.He then ask me where I am from,and then proceeds to tell me that he is from the REMOVED ,and that he doesnt do things my way.He also told me that he was homies with pistol REMOVED trying to scare me.(I have all of this recorded,and this has been sent to the manager of this branch.) So after I finally get him away from me,he then tells me to use my gun if Im going to pull it on him.(I didnt even have a gun on me).So I finally got everything strapped in and ready to go,when he is standing in the parking lot at the front door flipping me off and calling me racial slurs.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000246,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22394479,BBB complainant,2024-10-08,1,negative,"Service or Repair Issues. Did a buy it now on a 2005 REMOVED Escalade EXT Pick Up Truck. Advertised and showed pics of keys. When vehicle was brought out, no keys chained to steering column. I was told by the office they are not responsible for keys. Left vehicle in their parking lot, came back after they closed and vehicle was gone. They had it towed when I am living across their street. Elite towing towed it for REMOVED to a place 1 mile down the street. They had the keys on a predetermined scam to make money on a tow. Normal rate for Elite is REMOVED when I had someone else call them. IAA had it towed and did not give reasonable amount of time in accordance to law and towed it just for the scam. Now they banned me and won't give back my overpayment of REMOVED . They credit my account and said they would send that in the mail. Never received it. I go there and now they show no credit on their books. Now this vehicle has been parked 2 blocks away and was stolen, recently and assumed in IAA to print a new title in a different state since they are are a national system. I am asking for the tow money back, the credit of over payment and my membership fees of REMOVED since they banned me because I accused them of stealing my keys. Total is REMOVED . State laws do not allow a vehicle to be towed just to profit and share with the 2 parties.",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000247,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22391721,BBB complainant,2024-10-07,1,negative,"Service or Repair Issues. October REMOVED I brought a buy now vehicle. The car was $300. It was rated a 50/50 and marked a run and drive. When I got there to retrieve the vehicle the car did not start. I called my mechanic to come look at it and did a few things to get it started. Once it was started it would not go into any gear. I then went back into the building to let them know the issue I was having and they acted nonchalant about my issue. The gave me a number to call and an email so that I can get help with my issue. I was told there nothing the branch could do to help me. I called the help line several times and they kept throwing me for a loop and telling me theres nothing they can do I have to email the complaint team. I sent a total of 3 emails and each email I would receive an email back saying the case has been closed and resolved and I still have not talked to anyone. This has been a frustrating experience. Theres no one to talk to and they talk in circles. I believe Im not the only that has experienced this but this is unfair and something needs to be done they are scamming people with run and drive because there run and drive do not mean the general definition of run and drive,",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000248,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_548083,Gold S,2024-09-28,1.0,negative,We are a dealership we bought a car on 09-27-2024 2016 Chrysler 200 The car on the app said run & drive I get the car front of the office no power I went back to the office ask for jump box or jump cable the 3 girls on the office said one time We dont have jump box Someone coming pick up the car I asked him for jump 2nd problem the car out of gas I called my friend get me jump box and gas and waiting outside I saw someone bought a REMOVED Corolla she went to the office And then one of the 3 girls comes out with jump box I went to her gentle asked her why you guys telling me you dont have jump box she starting yelling at me Anyway we canceled our membership,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000249,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22345144,BBB complainant,2024-09-26,1,negative,"Service or Repair Issues. IAA received my car 9/5/24. The receptionist REMOVED or REMOVED was extremely rude and when asked if the Boulder Hwy address was correct she told me yes-only for me to REMOVED there and be told the business has moved to another location 20 minutes away. I had to call and wait for another REMOVED Total cost $42.00. I was also charged $125 bc they decided to make keys to a vehicle they were not for sure they would keep, and the keys do not work to start the car only open it and when asked for the keys-I was refused. I was originally told the total to pick up the car was $245 but then was told $630 because they tacked on $385 impound fee after. They charged me $70 for a pick up fee which again my car was never going to be sold so it should not have left the original impound yard and charged me $50 bc they had to cancel the invoice. They are taking cars without knowing if the owners will retrieve them and then adding a bunch of fees to the consumer for having the audacity to get their property back. Those fees should be the responsibility of the loan company",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000250,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22329171,BBB complainant,2024-09-25,1,negative,"Sales and Advertising Issues. The vehicle I purchased was a run and drive (we have video). They listed a running motor with the listing. After picking up the vehicle, belt was missing, pulleys were loose. The vehicle will not start. After reviewing video, it is not the same motor in jeep. I called to resolve and was told the only person who could help was the manager! I was told that I had to email her that I could not talk to her on the phone. I have sent 3 emails. NO RESPONSE. I have repeatedly tried to contact the Mgr. but to no avail. This was and is a fraudulent listing for the vehicle and I want my money back. I have in my possession, supporting documentation to support this claim. In the video, it shows the car running along with a different motor then was sold to me",Customer Service & Communication,Support Access & Response Time,Delayed Email/Phone Response
rvw-000251,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22323162,BBB complainant,2024-09-23,1,negative,"Service or Repair Issues. Due to mistakes made by TitleMax, my truck was repossessed and ended up at IAA REMOVED , REMOVED , on 8/25. I went to REMOVED and we resolved the issue and I was told where I could pick up my truck. When I went to IAA I walked around my car and looked inside my truck, I did not look underneath my car. I then I signed a paper. Once I left the parking lot, I drove slowly through the parking lot, and started driving on the road I started hearing all kinds of noise from the underside of my truck. When I got home, I looked underneath and saw all kinds damage. I have photos and an estimate from REMOVED describing the damage and and they said the damage exceeds the value of my truck (a 1997 GMC Yukon). At first, it seemed that REMOVED from IAA was going to work with me on repairing my truck and then she said corporate said they were not paying for anything and she told me to never call them again. I feel that IAA damaged my truck when they had it on their lot. They did not have my keys and had to pull it to the spot I saw it in and the manner in which they pulled it caused the damage. I think they used a forklift to move my tuck and this is what caused the damage. I feel they are responsible. I do not have vehicle to get around, to get to work. I have kids to take to daycare and so on. I need this company to fix my truck back to the way it was before they took it. My truck is currently at REMOVED , which is where REMOVED from IAA had it towed to.","Lot Condition, Listing Status and related",Lot Condition Reporting,Lot Damage
rvw-000252,trustpilot.com,Trustpilot (iaai.com),https://www.trustpilot.com/reviews/66ed27e92a5f36777efe5733,OlegSenchuk,2024-09-20,1,negative,"dumb auction. dumb auction Many times you can buy at a price that suits you - 5 minutes, they write that it is not enough, pay them 3-5 times more and they will send it!",Membership / Licensing / Fees & Bidding Policies,"Bidding Process, Rules and Fees",Fees
rvw-000253,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Travis Derendinger,2024-09-17,3,positive,Love the new app.,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000254,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=4#0654_88276839_545740,Darren W,2024-09-16,1.0,negative,"Someone stole my credit card information and used it to make around $18000 in purchases with IAA. I called IAA to try and find out the details of the purchases and have them shut down the account, but after over 20-minutes on hold, the IAA representative could give me no resolution, would not provide details on the sale that would assist in investigation, and would not provide details on the account created by the person who criminally used my credit card to make unapproved purchases. Not helpful.",Customer Service & Communication,Support Access & Response Time,Long Hold Time / Hard to Reach Support
rvw-000255,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=11#0654_88276839_22291115,BBB complainant,2024-09-16,1,negative,"Service or Repair Issues. I am writing to formally lodge a complaint against IAA regarding a recent vehicle purchase that has been fraught with issues. My grievance concerns significant discrepancies between the advertised condition of the vehicle and its actual state upon arrival to pick up the vehicle, as well as the company's refusal to address these issues satisfactorily.On Sept. 10 2024, I purchased a vehicle from IAA which was advertised with a video demonstrating that it was in running condition, with the primary damage described as normal wear and tear. Based on this representation, I proceeded with the purchase.However, when the transporter arrived to collect the vehicle, it was clear that the vehicle was not as advertised. The vehicle failed to start, and upon closer inspection, it was evident that the engine harness had been severely damagedevidence suggesting possible mishandling or damage during IAA's possession.Despite multiple attempts to resolve the issue with IAA, they have maintained that their responsibility extends only to the condition of the vehicle at the time of arrival, not accounting for the subsequent damage incurred while the vehicle was under their control. They have refused to issue a refund or credit, citing their policy that absolves them of responsibility for any changes in condition post-arrival.This situation is both frustrating and unfair. The vehicle was misrepresented, and IAAs failure to acknowledge and address the damages incurred under their custody is unacceptable. I am seeking your assistance in resolving this matter. I believe that IAA should be held accountable for the discrepancies between their advertisement and the actual condition of the vehicle, and I am requesting a full refund or appropriate compensation for the damages sustained.Thank you for your attention to this matter. I look forward to your support in achieving a fair resolution.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000256,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=12#0654_88276839_22264719,BBB complainant,2024-09-10,1,negative,"Product Issues. I did a wire transfer for a vehicle I purchased frim IAA for $1019. My bank sent the wire transfer and it was returned with no reason why. I was charged $45 for the return, IAA could not figure out why returned and told me to resubmit which I did with same IAA online form and it went through no issues. I have contacted IAA several times by email, phone and chat and say not their issue. Tried to contact Bank America which is IAA bank for wire transfer and I don't have a account with them so told they cannot help me. I have purchased 15 vehicles over last 3 years with same form and process no issues.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000257,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=5#0654_88276839_543797,Brittany R,2024-09-04,1.0,negative,"BEWARE OF THIS LOT THEY ARE THIEVES!! Someone decided to stead multiple items along with a very sentimental item from my car which was a REMOVED charm bracelet with my grandmother's ashes in it. I called multiple times talking to 2 or 3 different employees who were very careless. I was finally able to get ahold of the manager REMOVED who was very careless about my grandmother's missing ashes and bracelet. I was told because I was upset and because i didnt see that it was missing before i left the lot, I couldn't be helped. Please check all you items throughly because they will steal anything out of your vehicle.",Customer Service & Communication,Support Access & Response Time,Long Hold Time / Hard to Reach Support
rvw-000258,bbb.org,BBB Complaints,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/complaints?page=12#0654_88276839_22236928,BBB complainant,2024-09-04,1,negative,Service or Repair Issues. THIS VEHICLE WAS MISREPRESENTED AS IT HAD CLEAR AND OBVIOUS TRANSMISSION DAMAGE THAT WAS READILY VISABLE. IN ADDITION IT WAS STATED ON AN IAAI INSPECTION REPORT THAT WAS INSIDE THE VEHICLE. I HAVE TRIED FOR OVER A MONTH TO GET IT RESOLVED AND MADE NUMEROUS CALLS AND EMAILS TO NO AVAIL.SIMILAR VEHICLES ARE CLEARLY LISTED AS TRANSMISSION DAMAGE. I HAVE SPOKEN TO REMOVED THE MANAGER AND SHE REFUSES TO DO ANYTHING TO RESOLVE IT.,Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
rvw-000259,play.google.com,Google Play (com.iaai.android),https://play.google.com/store/apps/details?id=com.iaai.android&hl=en&gl=us,Romas RU,2024-08-31,3,negative,Laggy. And when you try send share link facrbook. Other people cant open with phones. Have lots bugs. Laggy app,Account / Access / Login,Password Reset & Login Troubleshooting,App Login Troubleshooting
rvw-000260,bbb.org,BBB Customer Reviews,https://www.bbb.org/us/il/westchester/profile/auto-auction/iaa-0654-88276839/customer-reviews?page=5#0654_88276839_542152,Kim E,2024-08-31,1.0,negative,"I was hit by a driver who ran a stop light and has State Farm insurance. REMOVED took responsibility for the claim, had my car towed to IAAI. When I went to get my belonging, there was one box with a few items and everything else was missing. I reported to IAAI and the State Farm employee I have been working with. IAAI has stated that when the car came in it was completely empty and provided pictures with it cleaned out that were dated the date that the vehicle came in to them. I know this was not true because 3 days after it was brought to IAAI, I went to IAAI to get my belongings out of the car. When I got there they had an employee go with me and watch what I removed from the car. When I opened the front door, there was a box with a few of my items in it and my licenses plate. I removed those and asked about the rest of my belongings. (The IAAI employee and I would be on their video) The employee didnt know, but since we were unable to get into the back space due to not being able to open the trunk, we thought the items were back there. The next week when I called back to get a time to come when the back hatch could be opened, I was told that there were no more items and there was nothing they could do as the car came in empty using their photos as proof. If the car came in totally stripped like IAAI claimed with their pictures, then why 3 days later was there a box with some of my belongings? Where was that in their pictures? Their staff has been less than helpful.",Customer Service & Communication,Agent Professionalism & Responsiveness,Rude/Unhelpful Support
